Date,Bus,Ferry,Light Rail,Metro,Train,Unallocated,Total_Trips,Year,Total_Population,Per_Capita_Trips,Population_YoY_Growth,Trips_YoY_Growth,Trips_MoM_Change,Trips_MoM_Pct_Change,Log_Total_Trips,Log_Population,Bus_Proportion,Bus_Per_Capita,Ferry_Proportion,Ferry_Per_Capita,Light Rail_Proportion,Light Rail_Per_Capita,Metro_Proportion,Metro_Per_Capita,Train_Proportion,Train_Per_Capita,Time_Index,Month,Quarter,Season,COVID_Flag,Post_COVID_Recovery
2020-12-01,13391873.0,481290.0,1452246.0,1117564.0,16173796.0,0.0,32616769.0,2020,16221220.0,2010.7469721759524,0.7936373799701357,-44.282057949085875,-2593420.0,-7.365538424119222,17.300337100588617,16.60183081960596,41.05824522349224,825.577422659948,1.4755906693271794,29.67039470520713,4.452452050048244,89.52754478393118,3.4263479623012323,68.89518790818447,49.5873640948311,997.0764221186815,53,12,4,1,1,0
2021-01-01,11567325.0,539271.0,1273629.0,924685.0,13616536.0,0.0,27921446.0,2021,16194124.0,1724.1714340337273,-0.16704045688301639,-51.09922787367791,-4695323.0,-14.395426475258787,17.144905625348294,16.600159018355853,41.42810153886729,714.2914923956369,1.9313863615802704,33.30041192719038,4.561472210285957,78.64760082113735,3.311737508150545,57.10003208571208,48.76730238111593,840.8318968040506,54,1,1,1,1,0
2021-02-01,14964876.0,547260.0,1663207.0,1263058.0,17765453.0,0.0,36203854.0,2021,16194124.0,2235.6166965252332,-0.16704045688301639,-39.9499497963699,8282408.0,29.663248815981813,17.4046761352175,16.600159018355853,41.335035767186554,924.0929611258998,1.5116070239372856,33.793739012990144,4.5940053785434,102.70435128198352,3.4887390718126308,77.99483318764263,49.07061275852013,1097.0308119167173,55,2,1,1,1,0
2021-03-01,17032074.0,609963.0,1816634.0,1546314.0,20925803.0,0.0,41930788.0,2021,16194124.0,2589.2594128586393,-0.16704045688301639,-6.920366242495968,5726934.0,15.818575558281722,17.551530912197162,16.600159018355853,40.61949420077677,1051.7440770491814,1.4546900477997218,37.66569899057214,4.332458526655879,112.17859020963407,3.687777105452919,95.48611582818559,49.90558011931471,1292.184930781066,56,3,1,2,1,0
2021-04-01,15471111.0,926107.0,2147622.0,1454810.0,20552499.0,0.0,40552149.0,2021,16194124.0,2504.1273612577006,-0.16704045688301639,232.7584889741333,-1378639.0,-3.287891942312171,17.518099333422306,16.600159018355853,38.15114952354313,955.3533738533804,2.283743335032627,57.18784171345113,5.295951146756735,132.61736170477636,3.5875040802399893,89.835671259526,50.68165191442752,1269.1331127265669,57,4,2,2,1,0
2021-05-01,16650452.0,660979.0,1999285.0,1607509.0,21038609.0,0.0,41956834.0,2021,16194124.0,2590.867774014822,-0.16704045688301639,121.17120253836826,1404685.0,3.4638978072407456,17.55215188583346,16.600159018355853,39.684719776520794,1028.178615897964,1.575378637959194,40.815977449598385,4.765099768967315,123.4574343138289,3.8313400863373057,99.2649556098249,50.143461730215385,1299.1507907436055,58,5,2,2,1,0
2021-06-01,13859329.0,486379.0,1672701.0,1222024.0,17193476.0,0.0,34433909.0,2021,16194124.0,2126.3211890930315,-0.16704045688301639,22.566990401848088,-7522925.0,-17.93015411982706,17.354552363578232,16.600159018355853,40.24907250582558,855.8245571047869,1.4125001027330357,30.034288980373375,4.85771452785102,103.29061331134676,3.548897106047414,75.46095114499556,49.93181575754295,1061.7107785515288,59,6,2,3,1,0
2021-07-01,5106594.0,80887.0,351491.0,288195.0,5268833.0,0.0,11096000.0,2021,16194124.0,685.1867998540705,-0.16704045688301639,-64.18470017258547,-23337909.0,-67.77595015425058,16.222095240976806,16.600159018355853,46.02193583273252,315.3362293631937,0.7289744051910598,4.9948363986838675,3.1677271088680605,21.704848005362933,2.59728731074261,17.79626980749314,47.48407534246575,325.3546162793369,60,7,3,3,1,0
2021-08-01,4287197.0,59618.0,286466.0,207618.0,4245889.0,0.0,9086788.0,2021,16194124.0,561.1163654174811,-0.16704045688301639,-69.48370100448888,-2009212.0,-18.10753424657534,16.02233204837342,16.600159018355853,47.18055488914234,264.7378147777552,0.6560954211763276,3.6814587809751242,3.1525551162853147,17.689502686283,2.2848337608404643,12.820576154659554,46.72596081255555,262.18701301780817,61,8,3,3,1,0
2021-09-01,4657167.0,82924.0,350163.0,217420.0,4592053.0,0.0,9899727.0,2021,16194124.0,611.3159933813031,-0.16704045688301639,-68.82203862690614,812939.0,8.946384575055566,16.108017738967025,16.600159018355853,47.04338816615852,287.5837556881743,0.8376392601533356,5.120622764158161,3.5370975381442333,21.622842952172036,2.1962221786519973,13.425857428286951,46.38565285689191,283.56291454851157,62,9,3,4,1,0
2021-10-01,8399539.0,332483.0,845402.0,582177.0,9256566.0,0.0,19416167.0,2021,16194124.0,1198.9637105409345,-0.16704045688301639,-41.95912398250729,9516440.0,96.12830737655696,16.781616627505272,16.600159018355853,43.26054158887282,518.6781946340537,1.7124028650969059,20.531088930775137,4.35411376509071,52.20424395910517,2.9984136415802354,35.94989145445595,47.67452813935933,571.6002915625445,63,10,4,4,1,0
2021-11-01,12436572.0,441196.0,1020639.0,1008021.0,14568385.0,0.0,29474813.0,2021,16194124.0,1820.0930782054033,-0.16704045688301639,-16.28896681014691,10058646.0,51.805518566048605,17.199046660007955,16.600159018355853,42.193896191979235,767.9681840153874,1.4968576730240835,27.24420289729781,3.4627497042983784,63.02526768351285,3.4199402723946033,62.2460961766132,49.426556158303704,899.6093274325923,64,11,4,4,1,0
2021-12-01,11147012.0,632380.0,1306423.0,1032122.0,13901180.0,0.0,28019117.0,2021,16194124.0,1730.2026957432215,-0.16704045688301639,-14.09597621395301,-1455696.0,-4.938779424995843,17.14839758517173,16.600159018355853,39.78359489344365,688.3368313099245,2.2569590612009653,39.049966518720005,4.66261302952552,80.67265632892523,3.6836349982049756,63.734352040283255,49.613198017624896,858.4088895453684,65,12,4,1,1,0
2022-01-01,8262084.0,626748.0,1018104.0,649142.0,10056456.0,0.0,20612534.0,2022,16364196.0,1259.6117768327879,1.0502080878224795,-26.176695863101074,-7406583.0,-26.434034305934762,16.841409895333168,16.610606335471306,40.08281563052849,504.8878661683104,3.0406159669645665,38.299956808143826,4.939247159034401,62.21533890207621,3.1492586015867823,39.668432228506674,48.78806264188576,614.5401827257507,66,1,1,1,0,1
2022-02-01,11961561.0,519132.0,1370087.0,940772.0,12728685.0,0.0,27520237.0,2022,16364196.0,1681.7347457828052,1.0502080878224795,-23.985338687975045,6907703.0,33.512148482083774,17.13043218291094,16.610606335471306,43.464600250353946,730.9592845258024,1.8863645687353638,31.72364838455858,4.978470933953076,83.72467550498662,3.418473467361491,57.48965607598442,46.252090779596124,777.8374812914731,67,2,1,1,0,1
2022-03-01,14406455.0,636869.0,1975493.0,1318667.0,16195769.0,0.0,34533253.0,2022,16364196.0,2110.2932890806246,1.0502080878224795,-17.64225132139181,7013016.0,25.483123564669885,17.357433272864014,16.610606335471306,41.71763082962384,880.3643637609816,1.8442195410898592,38.91844121153279,5.720552882753328,120.72044358305169,3.818542666687091,80.58244963577802,46.89905407984588,989.7075908892805,68,3,1,2,0,1
2022-04-01,12613718.0,1087442.0,2169889.0,1338485.0,17332149.0,0.0,34541683.0,2022,16364196.0,2110.8084381291937,1.0502080878224795,-14.82157209473658,8430.0,0.0244112536979868,17.357677355610377,16.610606335471306,36.51738104365094,770.8119604531747,3.1482021301625633,66.45251621283441,6.281943471023112,132.5997928648618,3.874984898680241,81.79350821757451,50.17748845648315,1059.1506603807484,69,4,2,2,0,1
2022-05-01,15211577.0,855857.0,2214599.0,1563313.0,19986279.0,0.0,39831625.0,2022,16364196.0,2434.0716158618484,1.0502080878224795,-5.065227276204876,5289942.0,15.314661998374547,17.500171752718767,16.610606335471306,38.189697256890724,929.5645811135481,2.14868712988737,52.30058354226508,5.559901209152275,135.33197720193525,3.9248034696048677,95.53252723201311,50.17691093446476,1221.3419467720869,70,5,2,2,0,1
2022-06-01,14978132.0,1079151.0,2445658.0,1520993.0,20362330.0,0.0,40386264.0,2022,16364196.0,2467.9650622615372,1.0502080878224795,17.286317972205833,554639.0,1.3924588816047523,17.514000285118275,16.610606335471306,37.0871938043093,915.2989856635792,2.6720743468620913,65.94586131820958,6.055667837955994,149.45176652736254,3.766114637392555,92.94639345556604,50.41894937348005,1244.32205529682,71,6,2,3,0,1
2022-07-01,13854145.0,779902.0,2288364.0,1337142.0,17419202.0,0.0,35678755.0,2022,16364196.0,2180.29379506332,1.0502080878224795,221.5460976928623,-4707509.0,-11.656213112458236,17.390065971569534,16.610606335471306,38.83023664923286,846.6132402716272,2.1859002647373766,47.659047838341706,6.41380003310093,139.83968414946875,3.7477260627507882,81.71143880212631,48.82233699017805,1064.470384001756,72,7,3,3,0,1
2022-08-01,16401830.0,880745.0,2349926.0,1602557.0,18491759.0,0.0,39726817.0,2022,16364196.0,2427.666901569744,1.0502080878224795,337.193175410277,4048062.0,11.345861143417135,17.497537008799817,16.610606335471306,41.286544552512225,1002.2997769031854,2.2170036929965975,53.821464861457294,5.915213393511995,143.60167771151117,4.0339426136254515,97.93068965930254,46.547295747353736,1130.0132924342877,73,8,3,3,0,1
2022-09-01,15487181.0,943631.0,2499533.0,1505064.0,18864712.0,0.0,39300121.0,2022,16364196.0,2401.591926667219,1.0502080878224795,296.9818662676254,-426696.0,-1.07407547903976,17.486738155715155,16.610606335471306,39.40746391086175,946.4064717875538,2.4010892994451596,57.66436676754544,6.360115278016575,152.7440150435744,3.8296675982244435,91.97298785714862,48.00166391345208,1152.804085211397,74,9,3,4,0,1
2022-10-01,16582591.0,1002221.0,2572693.0,1517018.0,20410519.0,0.0,42085042.0,2022,16364196.0,2571.7757230480497,1.0502080878224795,116.75257531519993,2784921.0,7.0862911592562305,17.555202938607593,16.610606335471306,39.402576811019934,1013.3459046811711,2.381418557215649,61.244744318633195,6.113081697768057,157.21475103329243,3.6046488916418333,92.70348509636527,48.49827404235453,1247.2668379185875,75,10,4,4,0,1
2022-11-01,17776421.0,1160231.0,2646133.0,1396840.0,17505310.0,0.0,40484935.0,2022,16364196.0,2473.9947504906445,1.0502080878224795,37.35434046689288,-1600107.0,-3.802080083465287,17.51644048756815,16.610606335471306,43.90873049444195,1086.2996874395785,2.865833920691734,70.90058075569371,6.5360929936036705,161.70259754894158,3.450271069967137,85.35952514868436,43.239071521295514,1069.7323595977462,76,11,4,4,0,1
2022-12-01,16228613.0,1361021.0,2834065.0,1577220.0,20733372.0,0.0,42734291.0,2022,16364196.0,2611.450693941823,1.0502080878224795,52.51833596326394,2249356.0,5.556032138868439,17.57051222382804,16.610606335471306,37.975622433983986,991.7146555810014,3.1848451633373305,83.17066111894529,6.631828757846948,173.18693811782748,3.690759722677978,96.38237038959934,48.51694392215376,1266.9960687344492,77,12,4,1,0,1
2023-01-01,15530621.0,1509860.0,2787315.0,1407997.0,19728426.0,0.0,40964219.0,2023,16712774.0,2451.072395282794,2.1301260385783616,98.73451269989415,-1770072.0,-4.142041340992408,17.528209536320777,16.63168389517193,37.91265006175267,929.2664999837849,3.685801992221553,90.34167517612576,6.804267402241942,166.77751999757788,3.4371386404315434,84.24675640321588,48.16014190335229,1180.4399437220893,78,1,1,1,0,1
2023-02-01,18499752.0,1186196.0,2999204.0,1704904.0,22424602.0,0.0,46814658.0,2023,16712774.0,2801.130321034677,2.1301260385783616,70.10993764334223,5850439.0,14.281827269793679,17.661706916977593,16.63168389517193,39.51700768592607,1106.9228842560785,2.5338132343079383,70.97541078458907,6.406548991557302,179.4557863344529,3.6418166293129812,102.01202984016896,47.90081345889571,1341.7642098193871,79,2,1,1,0,1
2023-03-01,21217015.0,1259118.0,3348256.0,2115072.0,25769207.0,0.0,53708668.0,2023,16712774.0,3213.6297660699533,2.1301260385783616,55.52739268437874,6894010.0,14.72617828373326,17.799084961723068,16.63168389517193,39.503893486987984,1269.5088798544157,2.344347843443073,75.33866011710563,6.234107313925566,200.34112828905603,3.9380459035029505,126.55421535646924,47.979605452140426,1541.886882452907,80,3,1,2,0,1
2023-04-01,16645978.0,1234188.0,2716626.0,1639178.0,21339437.0,0.0,43575407.0,2023,16712774.0,2607.3114493141593,2.1301260385783616,26.15310898429588,-10133261.0,-18.867086780107822,17.590003489544753,16.63168389517193,38.200395925160265,996.0032966400431,2.8323040103790653,73.84698674199747,6.234310100649203,162.54788103997578,3.761704394407607,98.0793493647434,48.97128556940386,1276.8339355273997,81,4,2,2,0,1
2023-05-01,20094783.0,1108241.0,3079149.0,2032993.0,25759108.0,0.0,52074274.0,2023,16712774.0,3115.8366648169836,2.1301260385783616,30.736001857820263,8498867.0,19.503815535216916,17.7681816035835,16.63168389517193,38.588695446815066,1202.3607212064258,2.1281928961698053,66.31101455688925,5.912994581547118,184.2392531604867,3.9040256230936605,121.64306176820197,49.46609145237436,1541.28261412498,82,5,2,2,0,1
2023-06-01,18585922.0,1238419.0,3229628.0,1901750.0,24937574.0,0.0,49893293.0,2023,16712774.0,2985.3388192767998,2.1301260385783616,23.540253686253322,-2180981.0,-4.188212014247183,17.725397142870438,16.63168389517193,37.25134358239293,1112.078820667353,2.4821352240670906,74.10014639101803,6.473070438545718,193.24308460103632,3.8116345617836846,113.7902062218995,49.98181619321058,1492.1265613954931,83,6,2,3,0,1
2023-07-01,18440204.0,1262930.0,3004817.0,1915901.0,24344161.0,0.0,48968013.0,2023,16712774.0,2929.975179464522,2.1301260385783616,37.2469779284619,-925280.0,-1.8545178006190155,17.706677846992505,16.63168389517193,37.65765214937351,1103.359861145732,2.5790917838549015,75.5667491225574,6.1362853338566135,179.79163722312046,3.912556141495878,114.63692382844404,49.7144145914191,1456.6200081446682,84,7,3,3,0,1
2023-08-01,20709001.0,1147408.0,3278780.0,2188777.0,27241917.0,0.0,54565883.0,2023,16712774.0,3264.9207725779097,2.1301260385783616,37.3527685341617,5597870.0,11.431687048441198,17.814919391932982,16.63168389517193,37.95228787922299,1239.1121306373195,2.102793791497885,68.65455130309307,6.008846223564274,196.18406854541323,4.011255531226353,130.96431508018955,49.924816574488496,1630.0057070118942,85,8,3,3,0,1
2023-09-01,19639947.0,1287188.0,3559211.0,2016513.0,25514443.0,0.0,52017302.0,2023,16712774.0,3112.4277753052843,2.1301260385783616,32.35913955582988,-2548581.0,-4.670649240661973,17.767086951972324,16.63168389517193,37.75656607488024,1175.1458495160648,2.4745381834682623,77.01821373280103,6.842359874797044,212.96350922952706,3.876619744714941,120.65698967747663,49.049916122139514,1526.643213149415,86,9,3,4,0,1
2023-10-01,20416242.0,1500055.0,3590182.0,2033414.0,26105313.0,0.0,53645206.0,2023,16712774.0,3209.8325508380594,2.1301260385783616,27.46858135486714,1627904.0,3.129543320028394,17.797902666105262,16.63168389517193,38.05790586394617,1221.5950505882506,2.7962517284396298,89.75499818282711,6.692456358542084,214.81664264711532,3.7904859569371396,121.66825208071383,48.66290009213498,1561.9976073391526,87,10,4,4,0,1
2023-11-01,20648037.0,1406882.0,3519122.0,2018306.0,26327146.0,0.0,53919493.0,2023,16712774.0,3226.2443685291264,2.1301260385783616,33.18409181094153,274287.0,0.5112982509564823,17.80300262170513,16.63168389517193,38.29419723957716,1235.464381915294,2.6092270563449103,84.18004096746597,6.526622941354438,210.56480510057756,3.7431843062767673,120.76427288492025,48.82676845644672,1575.2708676608681,88,11,4,4,0,1
2023-12-01,18370905.0,1771792.0,3494550.0,1619484.0,23553938.0,0.0,48810669.0,2023,16712774.0,2920.5605843769563,2.1301260385783616,14.218974640295311,-5108824.0,-9.474911049330526,17.703459473977144,16.63168389517193,37.63706864988882,1099.213392103549,3.6299277110911956,106.0142379715061,7.1593978767224025,209.0945524662752,3.3178893737350745,96.90096928253801,48.25571638856251,1409.3374325530879,89,12,4,1,0,1
2024-01-01,17942890.0,1903628.0,3284762.0,1620896.85,22971216.69,1.0,47723394.54,2024,16984100.0,2809.8865727356765,1.6234647820882353,16.500193839897204,-1087274.460000001,-2.2275344351457282,17.680932287198836,16.647788170242386,37.59768175116069,1056.4522111857561,3.988878030049704,112.08294816916998,6.882917763209055,193.40218204084997,3.3964408140360254,95.43613438451258,48.134079546136164,1352.5130380767896,90,1,1,1,0,1
2024-02-01,20836270.0,1596741.0,3767433.0,1998977.73,27032936.66,3.0,55232361.39,2024,16984100.0,3252.004014931613,1.6234647820882353,17.98091399065651,7508966.8500000015,15.734351930280788,17.827059596531004,16.647788170242386,37.724749541076974,1226.8103696987182,2.890951898154938,94.01387179774024,6.821060887471138,221.8211739214913,3.6192146772162475,117.69700661206659,48.94401756448241,1591.6614162658016,91,2,1,1,0,1
2024-03-01,21512562.0,1735521.0,3938991.0,2044494.73,28746090.19,4.0,57977662.92,2024,16984100.0,3413.6435207046593,1.6234647820882353,7.948428212742131,2745301.530000001,4.9704583706193795,17.875568372263178,16.647788170242386,37.1049140592023,1266.6294946449914,2.993430422324446,102.18504365848058,6.793980304854965,231.92226847463215,3.526348988611492,120.37698376717047,49.581319325798034,1692.5294946449915,92,3,1,2,0,1
2024-04-01,19441061.0,1553305.0,3554893.0,1913768.74,25476291.28,10.0,51939329.02,2024,16984100.0,3058.1148850984155,1.6234647820882353,19.194134021513555,-6038333.8999999985,-10.414931537223126,17.765586845748086,16.647788170242386,37.43032758954959,1144.662419557115,2.990614298082051,91.4564210055287,6.844318298049511,209.30711665616664,3.684623533090069,112.68002072526657,49.05009702799584,1500.0083183683564,93,4,2,2,0,1
2024-05-01,21207587.0,1240577.0,3532389.0,2235249.19,28455819.33,41.0,56671662.52,2024,16984100.0,3336.7480478800762,1.6234647820882353,8.828521584381566,4732333.5,9.11127191916119,17.852784864578023,16.647788170242386,37.42185433948691,1248.6729941533551,2.189060537199148,73.04343474190567,6.233078125691803,207.98211268186125,3.944209664241203,131.60833897586565,50.21172498681798,1675.4387533045613,94,5,2,2,0,1
2024-06-01,18473978.0,1234210.0,3053729.0,1881839.01,25499626.97,46.0,50143428.98,2024,16984100.0,2952.374808202966,1.6234647820882353,0.5013418937892089,-6528233.540000007,-11.519396555017469,17.730398036469342,16.647788170242386,36.84227101295457,1087.7219281563343,2.4613593946522325,72.66855470704954,6.089988383558687,179.7992828586737,3.7529124917854797,110.8000429813767,50.85337698020348,1501.3822910840138,95,6,2,3,0,1
2024-07-01,19732454.0,1334743.0,3210288.0,2138106.14,26851279.79,49.0,53266919.93,2024,16984100.0,3136.2815768866176,1.6234647820882353,8.779010351104088,3123490.950000003,6.229113192968572,17.790826057247823,16.647788170242386,37.04448093850956,1161.81923092775,2.5057634302002714,78.58779682173326,6.0267948742273,189.0172573171378,4.013947385750412,125.8886923652122,50.40892138176235,1580.9657144034713,96,7,3,3,0,1
